REG_DATE,ERR_DESCR,WORK_DESCR_LO,PERFORMED_ACTION_LO,RIG,AGE_OF_RIG,PERFORMED_ACTION_ID,PERFORMED_ACTION,ERR_TYPE,ERROR_TYPE,MCH_CODE,MCH_CODE_DESCRIPTION,SFI,Count_of_breakdown
06-Dec-16,Dirty Filter- Fuel- Main Engine No. 1- 16243 hrs,Replace dirty filter with clean spare. Clean dirty filter and return to spares box.,clean and put fuel filter back in spare box,D101,1515,1,Replace,2,General,11618204,ENGINE FUEL OIL SYSTEM; MGE 1,651,2
10-Dec-16,Upper fingerboard row 29-finger 5-8 & row 30-finger 6.,Replace fingers,Replaced finger latches 5 & 8 on row 29; replaced finger latch 6 on row 30,D101,1515,1,Replace,1.4,Deformation,11893077,FINGERBOARD 5,341,1
07-Dec-16,Dirty Filter- UV Sterilizer #3 (E/R),Change out inlet filter. Inspect further if detected U.V. remains low.,Filter changed with new.  UV sensor lens cleaned.,D101,1515,1,Replace,5.3,Miscellaneous external influences,10182250,UV STERILIZER NO.3; CNTR,581,2
19-Nov-16,Redress BSR Ram Block  (Lower),Strip NDT and repair / re-dress ram block as required,Duplicate work order work not done on this WO,D101,1515,12,Other,1,General,10188913,UPPER BLIND SHEAR RAM BLOCK,331,3
03-Dec-16,Replace Valve On Cement Bulk Tank #2,Change out 5'' butterfly valve,replace valve,D101,1515,1,Replace,1.1,Leakage,11220872,TANK UNIT NO.2; BULK;CEMENT,321,2
29-Nov-16,over haul hp washdown pump,over haul fluid side of pressure washer pump,pump has been overhauled with new o-ring and gasket kit new bearings and a new bearing track plate,D101,1515,10,Overhaul,1.1,Leakage,10186530,PUMP NO.1; CENTRIF;DELTA BOOSTER UNIT,444,1
07-Dec-16,Fix water leak,Fix water leak,Remove motor siliconed mounting flanges and shortened mounting bolts,D101,1515,2,Repair,1.1,Leakage,11618744,WINDOW WIPER SYSTEM; DRILLER CABIN,311,2
21-Jun-16,IBW  Main H/tong drive motor bracket,Drill out and replaced sheared bolts on motor bracket.,Drill out and replaced sheared bolts on motor bracket.,D101,1515,1,Replace,1,General,10186266,MOTOR 1; HYD; SKIDDING DRIVE,342,1
23-Nov-16,SD Port Aft E/R faulty waiting on parts,Replaced detector head and initialized autronica system,Replaced detector head and initialized autronica panel,D101,1515,1,Replace,5.2,Contamination,11241052,DETECTOR; SMOKE/HEAT;WT;PORT E/R,811,3
25-Nov-16,Smoke/Heat Detector Port E/R faulty waiting on BH-520 type,Replaced detector head and initialized autronica panel,Replaced detector head and initialized autronica panel,D101,1515,1,Replace,5.2,Contamination,11241052,DETECTOR; SMOKE/HEAT;WT;PORT E/R,811,3
14-Dec-16,Adding Shell Omala S4GX320 for Oil Sampling,Add 1 liter of Shell Omala S4GX320 to WO to create oil sample labels,ADD OMALA S4 GX 320 TO SPARE PARTS BOM FOR OIL SAMPLING PURPOSES,D101,1515,12,Other,6,General,10182231,TANK; LUB OIL; MAIN AHWD,312,2
08-Dec-16,Need new spray handle for HP washdown gun,replace nozzle,nozzle is replaced,D101,1515,1,Replace,1.1,Leakage,11617571,UTILITY STATIONS; WASHDOWN SYS - GROUP,444,1
05-Dec-16,New dies installed in main HT,Replace dies in HT,die replaced,D101,1515,1,Replace,1.4,Deformation,10191275,TORQUE WRENCH; TW-3/30; TF-975-1,342,5
13-Oct-16,Order new NSR,Order new NSR,Order new NSR,D101,1515,1,Replace,1,General,11890269,LIFTING GEAR - GROUP,455,1
10-Dec-16,Replace position sensor wire on TEN 14,Wire needes replaced.,"REMOVED THE ENCODER FROM ITS BOX BROUGHT IT TO THE SHOP DISMANTLED THE WIRE DRUM CLEANED IT.
FOUND THE WIRE DRUM SHAFT BEING STUCK LEFT IT IN WD40 FOR A DAY ONGOING.",D101,1515,1,Replace,2.4,Wear,11252945,TRANSMITTER; POSITION;TNSNR 7;CYL 14,314,1
14-Dec-16,TO ADD SHELL TELLUS S2 V 22 OIL INTO BOM,ADD OIL TO SPARE PARTS FOR OIL SAMPLE LABEL PRINTING,MATERIAL ADDED TO IFS STRUCTURE,D101,1515,12,Other,6,General,10182230,TANK; HYDRAULIC; MAIN AHDW,312,3
11-Dec-16,Replace pressure washer spray gun,Replace spray handle,Replace pressure washer spray gun,D101,1515,1,Replace,1.1,Leakage,11237713,SPRAY HANDLE; WASHDOWN SYSTEM,444,3
19-Dec-16,Repair Pipe on #1 R.O.,replace,change out piping on #1R.O.,D101,1515,1,Replace,2.5,Breakage,11223603,GEN NO.1; FW; REVERSE OSMOSIS; E/R; CNTR,761,30
29-Oct-16,"2"" Lo-torq rebuild kit",rebuild,"Rebuild 2"" lo-torq valve.",D101,1515,1,Replace,2.4,Wear,10177074,"2"" VLV; PLUG; CMNT STANDPIPE MNFLD;CM11",371,1
08-Jan-17,REPLACE LCU2 INVERTER FUSE,Fuse replaced with new one,BOTH LCU2 INVERTER FUSES WERE BLOWN AND HAVE BEEN REPLACED TESTED ALL GOOD.,D101,1515,1,Replace,4.4,Faulty power/voltage,10179954,VFD; LCU2; SWBD 1 ER101; TOPSIDE SWGR,867,1
05-Jan-17,Drill Press fails to operate,Remove and replace emergency stop switch on drill press,Removed and replaced faulty emergency stop switch,D101,1515,1,Replace,2.5,Breakage,10190029,PRESS; DRILL MILLING,441,1
09-Jan-17,Fix dancing racker,"NOV advised us to free the valves with WD40 and test again. If the WD40 didn't do the trick we should perform a min. calibration for the functions that didn't work correctly.
Did min. calibration for the upper trolley lower trolley and the arms.",Performed min. calibration for all funcions,D101,1515,4,Adjust,3.1,Control failure,11220259,HYDRARACKER; AUX; PIPEHANDLING SYSTEM,341,12
20-Nov-16,mp 4 pm inspection,replaced 3 springs7 valves6 seats7 cap gaskets2 seat pullers,perform pm on mud pump 4,D101,1515,1,Replace,1,General,11220208,MUD PUMP SYSTEM NO.4,325,13
28-Nov-16,8000 Hour Over Haul of Pump. Parts Have Arrived Onboard,Perform 8k Hour Maint to Inlcude overhaul of the pump. Pump is showing signs of leakage from the Seal,Overhauled pump since the parts had arrived and was skipped last time due to no overhaul kits onboard.,D101,1515,10,Overhaul,1.1,Leakage,11235256,PUMP; FEED;PRFR UNIT NO.2;LO;E/R;PORT,712,1
12-Dec-16,DEC EOW 2016-Choke Connector,DEC EOW 2016 - Choke Connector,"Choke connector cleaned. inspected and resealed.
Pressure tested to 15000 psi all ok",D101,1515,1,Replace,1,General,10193768,STAB ASSY; FEMALE;CHOKE,331,1
12-Jun-16,Unit lost freon charge. HOT WORK REQD,repaired,Replaced the discharge line from the compressor to condensor with fabricated line and sodered in place. Pressure tested with Nitrogen.  When refrigerant filters arrive we will install pull a vacuum and charge with 404A.,D101,1515,1,Replace,1.1,Leakage,11220467,A/C NO.2; PACKAGED;CNTR BOW T/R,576,1
27-Dec-16,Broken pin lock,replace,Change out  broken pin lock,D101,1515,1,Replace,2.5,Breakage,11220738,POWER SLIPS NO.1; PS-30,344,3
06-Jan-17,Change Out Bearing's in Pump Due to Normal Wear,Change out Bearings and any other worn internal parts.,Pump/Motor Overhaul Completed,D101,1515,10,Overhaul,1.2,Vibration,11223197,PUMP P01; EBU,803,1
08-Jan-17,Replace check valve in braking resister #2,replace check valve,"changed check valve in unit with new valve. Old valve showed significant corrosion and approximitly 1/4"" diamiter hole in valve body",D101,1515,1,Replace,1.1,Leakage,11268309,VLV; CHECK;CSW INL;BRAKING RESISTOR NO.2,721,1
12-Jun-16,Unit lost freon charge. HOT WORK REQD,repaired leakage,Replaced the discharge line from the compressor to condensor with fabricated line and sodered in place. Pressure tested with Nitrogen.  When refrigerant filters arrive we will install pull a vacuum and charge with 404A.,D101,1515,1,Replace,1.1,Leakage,11220457,A/C NO.4; PACKAGED;CNTR BOW T/R,576,1
13-Dec-16,Install new parts received.,Replace springs on pipe detector.,Replace springs for pipe detector.,D101,1515,2,Repair,1,General,11238141,"GUIDE HEAD 2 7/8""-14""; HYDRARACKER AUX",341,1
01-Jan-17,Leaking through seals. Warranty work.,Replace brake pack seals.,NOV replaced worn seals on brake package for deck crane 3 RHS. Assisted NOV with permit tools materials required.,D101,1515,1,Replace,1.1,Leakage,11893833,BRAKE; HOIST WINCH; RHS,361,1
01-Jan-17,repair bleed off valve on MUD PUMP 1,Pressure testing mud pump to check for leaks and observed pressure was not holding checked all equipment and found leak through bleed off valve into pop off pit replaced seal assembly,repair bleed off valve off Mud Pump #1,D101,1515,1,Replace,1.1,Leakage,11220205,MUD PUMP SYSTEM NO.1,325,18
15-Jul-16,Brine Valve Actuator Air Leak,Work is on going dates extended - CMD014,Controller replaced with new spare.  Unable to rebuild old controller due to damaged housing threads (causing air leak).  Actuator also rebuilt with seal kit.  Controller calibrated by ET dept. : AIC005 2017.01.10 07:17:28,D101,1515,1,Replace,1.1,Leakage,11261304,"4"" VLV; B-FLY;ACTD;ISOL;BRINE TK PORT",324,1
02-Jan-17,Inspection of gunline nozzles,Changed out both gunline nozzles in Pit 3,Changed out gunline nozzles in Pit 3,D101,1515,1,Replace,2.4,Wear,11238077,MUD GUN UNIT NO.1; ACTIVE MUD PIT NO.3,324,1
13-Jan-17,PCWM:,replaced and tightened bolts,Bolts and nuts replaced/retightened as required.  Complete replacement housing has been ordered previously and awaiting on board to replace.,D101,1515,12,Other,1.5,Looseness,11220316,CATWALK; PIPEHANDLING,341,9
21-Sep-16,IBW - Take vibration readings under load,Needs to be completed during next IBW - Dates adjusted CMD014,Take vibration readings under load,D101,1515,6,Check,1,General,11220543,GENERATOR SET; EMCY; DIESEL,665,2
07-Jan-17,CHANGE OUT SEAL COUPLING ON CCB LINE,PUTTING CCB LINE BACK ON DISCOVERED SEAL WAS BAD. CHANGED OUT ASSEMBLY.,CHANGED OUT COUPLING ON CCB LINE,D101,1515,1,Replace,1,General,10181284,CHUTE; CUTTING; MUD TREATMENT SYSTEM,326,1
28-Dec-16,inspect coflex kill.,Removed hose and laid out on the riser deck. The hose was  lanced and bore scoped.,inspect coflex kill.,D101,1515,6,Check,6.2,Other,12122176,HOSE; COFLEX;AFT KILL,335,1
12-Jan-17,#2 Thruster Dessicant Breathers- Replace,Replace desiccant breathers with spares.,Replaced both desiccant breathers. Tested all in good order.,D101,1515,1,Replace,6,General,11232334,LUBE SYSTEM; LOWER GRBX;PORT BOW THR,404,2
27-Dec-16,Machine out of order,Replaced the top valve assembly,Machine out of order,D101,1515,1,Replace,4,General,11224151,COFFEE MACHINE; MESS ROOM,551,1
27-Oct-15,IBW - Top Drive Aux Dolly Cylinder replacement,replace cylinder,change out dolly retract cylinder due to incorrect spacing,D101,1515,1,Replace,1.3,Clearance/ alignment failure,10185823,CYLINDER; HYD;RETRACT;DOLLY;AUX,313,1
08-Jan-17,Dampers failed to read closed during ESD,Ensure dampers actually close adjust as necessary,lubricated and cycled all dampneres on objet list. Some required adjustment of micro switches. all dampners now work as required,D101,1515,4,Adjust,1.6,Sticking,11618193,HVAC SYSTEM; ACCOMMODATION,571,1
30-Oct-16,Radio display does not come on when,repair display,replaced radio with new unit and tested ok,D101,1515,1,Replace,4,General,12148337,RADIO; VHF; LIFEBOAT NO.2,501,2
27-Apr-17,replace valve assembly due to leaks.,repair valve,noticed a Gate valve was leaking during a test. remove and replace with new valve assembly.,D101,1515,2,Repair,2.4,Wear,11618713,VLVS GROUP; MUD STANDPIPE MANIFOLD,325,1
13-Jan-17,Filter-Backflush-Main Engine No. 1- 16606 Hours,Change Out Filter With Clean Spare,Filter Changed out,D101,1515,1,Replace,5.1,Blockage/plugged,11246405,FILTER; AUTOMATIC; MGE 1 LUB OIL SYSTEM,651,1
12-Jan-17,Change RO1 filter,Install new filters,Filters Changed out with Spares,D101,1515,1,Replace,1,General,11223603,GEN NO.1; FW; REVERSE OSMOSIS; E/R; CNTR,761,30
11-Jan-17,Repair Position Indicator on Valve OD032F FO Supply QQ Valve,Need to repair postiion indicator,faulty indication on the QCV,D101,1515,2,Repair,3.3,Faulty signal/indication/alarm,11235370,VLV; QUICK CLOSE; MDO SUPPLY; STBD E/R,812,1
25-Jul-16,KBC 1 hoses showing signs of wear,PAL026 - This is not limited to IBW period it can be done at any time.,replaced defective hoses,D101,1515,1,Replace,2.4,Wear,11220269,DECK CRANE NO.1; FWD STBD,361,6
06-Jan-17,Pump waste oil to tote tanks,pump out tank for disposal,emptied waste oil tank,D101,1515,12,Other,6,General,11224111,SLUDGE TANK SYSTEM,803,4
10-Jan-17,change out lube oil pmp on MP NO.2,change out pump,changed out lube oil pmp offline an main lube oil filters.,D101,1515,1,Replace,2.4,Wear,11618699,LUB SYSTEM; MUD PUMP NO.2,325,4
01-Jan-17,Check hydraulic plugs,Tighten any loose hydraulic plugs.,Checked all hydraulic plugs on back of dolly for looseness. Found several plugs loose. Retightened any loose ones and applied paint stripe to monitor for looseness.,D101,1515,6,Check,1.2,Vibration,11220255,TOP DRIVE SYSTEM; MAIN WELL,313,16
09-Jan-17,Damage grease hose,hoses changed,Hose replaced,D101,1515,1,Replace,2.4,Wear,11270003,HOSE 07; GREASE; SHEAVE; LVL 14,301,1
30-Dec-16,BX-5's and 7 NDT,Strip down BX-5's and 7 for NDT inspection and re-assemble after complete,,D101,1515,,,,,11220735,ELEVATOR; HYDRAULIC; BX-5; MAIN,345,5
10-Dec-16,Cylinder,Cylinder leaks thru rod seals.,Duplicate refer to WO:11400000363,D101,1515,12,Other,6.2,Other,11893374,CYLINDER; LIFT UP/DOWN FRAME,342,1
16-Aug-16,Pipe catwalk shuttle wheel,"Sorted out parts for wheel replacement.  Functioned shuttle and found all wheels working properly.  Further inspection found wheels have been installed without wheel space plate. : KWR008 2016.12.20 15:55:15

Wheels replaced : KWR008 2016.12.20 23:03:02

Replaced wheels & grease fittings; greased wheels. : JLQ004 2016.12.21 04:59:19",Replaced wheels.,D101,1515,1,Replace,2.4,Wear,10182320,SHUTTLE; PIPEHANDLING CWM,341,2
19-Feb-16,discharege piping on GS bilge an ballast,see fault desc,Pipework was removed and the interior of the plumbing was coated with several layers of a steel protective compound.  This was also done on the other G/S pump and has had success.  The pipework that was recieved will go into welding supplies.  No further action needed at this time.,D101,1515,2,Repair,1.1,Leakage,11220139,PUMP UNIT NO.1; BILGE/BALLAST&G/S;FWD,801,1
16-Jul-16,IBW - Crane 2 hydra. hoses show signs of wear,All materials are on board awaiting access - moved to IBW - CMD014,replace defective hoses,D101,1515,1,Replace,2.4,Wear,11539276,HOSES; DECK CRANE 2;FWD/PORT - GROUP,361,2
26-Dec-16,Pump Unit Fails to Maintain Standby Pressure,Inspection of by-pass valves and pumps to see if any water is leaking through. Correct deficienes as required.,"SPU#3 was isolated from the system and troubleshot. We found 6 ""unloader"" or by-pass valves that were faulty. These valves had heavy calcium deposits around the sealing surfaces causing leakage. 

Valves were disassembles (spring was untouched) and internals were cleaned/polished. Unit put back together and tested.

Seal kits in stock are not for the valve",D101,1515,7,Service,5.1,Blockage/plugged,11238514,PUMP SET NO.3; WATER MIST SYSTEM,815,2
02-Jan-17,PN/PN coupler,"Replace the PN/PN coupler (111-AB102R1PNCX2) .
Have to reload the HW again from the Master Main DW rack 1 because new PN/PN coupler didnt pull configuration from SD card 
Different test on both PLCs by switching on Stop mode back and forward on the selector switch and trough the Simatic Manager and so far we run without errors or any other problems","New PN/PN coupler installed and configured. Have to reload the HW again from the Master Main DW rack 1 because new PN/PN coupler didnt pull configuration from SD card 
Different test on both PLCs by switching on Stop mode back and forward on the selector switch and trough the Simatic Manager and so far we run without errors or any other problems",D101,1515,1,Replace,3.4,Out of adjustment,10180239,PLC; DPLS AW; CTRL CABINET; TOPSIDE SWGR,312,1
03-Jan-17,Repair oil leak on G/S air compressor 1 stbd,replace o-rings in cylinder,Leak found on the hose and was corrected.,D101,1515,2,Repair,1.1,Leakage,11223597,COMPRESSOR 3; G/S & CTRL AIR SYS; STBD,733,2
02-Jan-17, NOV Changing Drag Chain Cables,Assist NOV as required changing cables,Assisting NOV,D101,1515,1,Replace,4,General,11220259,HYDRARACKER; AUX; PIPEHANDLING SYSTEM,341,12
27-Dec-16,replace lamps for light,opened lamp found two burnt bulbs replaced them. wound light chnger back up. light is now operational.,replace light,D101,1515,1,Replace,1,General,11239704,LIGHT NO.2; WHITE;MAIN;HELIDECK,427,2
11-Jan-17,PS30 main door pin replaced,reassembled after NDT,This is a duplicate work order and has been superceeded by work order number 432,D101,1515,12,Other,1,General,10192737,"SLIP ASSY; 500T; 2.3/8"" - 10.3/4""",344,4
30-Dec-16,Inspect inverter filter capacitors,Test and replace faulty filter capacitors on VFD inverters with earth fault.,VERIFIED FILTER CAPACITORS ON MP 2A AND 2B,D101,1515,9,Inspection,4.5,Earth/isolation fault,11220142,VFD SWITCHBOARD SYSTEM; 690V,867,1
29-Dec-16,Transport costs for tubulars for inspection,,,D101,1515,,,,,12140076,DRILL PIPE - GROUP,351,23
06-Dec-16,KBC 3 Hydraulic leak on return manifold,Gasket replaced adn tank topped back up with 600ltrs of oil,Gasket replaced and hy oil topped up,D101,1515,1,Replace,1.1,Leakage,11220271,DECK CRANE NO.3; AFT STBD,361,7
21-Dec-16,STEERING COMMANDS FROM LIPSTRONIC/KONGSBERG NOT FOLLOWED,"KONGSBERG LOCAL CONTROL PANEL FAILED TO ACTUATE THE STEERING PUMPS TO ROTATE THRUSTER C.C.W. OR C.W.

LIPSTORNIC PANEL FAILED TO ACTUATE THE STEERING PUMP #1 C.W. DIRECTION

JDB041 - Went to panel with maint. engineer and tested the steering system from lipstronic and kongsberg panel.  Both worked correctly upon demand.",Went to panel with maint. engineer and tested the steering system from lipstronic and kongsberg panel.  Both worked correctly upon demand.,D101,1515,8,Test,6.2,Other,11223570,THRUSTER SYSTEM NO.1; CNTR BOW,404,4
31-Dec-16,Replace Faulty Topside DVR,Replace with spare DVR unit from warehouse.,DVR replaced with spare from warehouse,D101,1515,1,Replace,6.3,Unknown,10180175,PC; CCTV; DRILL FLOOR; CTRL CABINET; LIR,348,3
30-Dec-16,Replace Gantry Encoder Bracket on RGC,Encoder bracket was damaged.  Repaired to make usuable.  Replaced with spare from Developer.,Encoder bracket was damaged.  Repaired to make usuable.  Replaced with spare from Developer.,D101,1515,1,Replace,2.5,Breakage,11631510,CONTROL&MONITORING - GROUP,362,1
21-Nov-16,Replace double check vaves on regulators,Replace double checkvalves on pod regulators,Double check valves replaced and tested.,D101,1515,1,Replace,2.4,Wear,11247985,LMRP MOUNTED CTRL AND INSTRUMENT,332,1
29-Dec-16,Main Top Drive aft lub oil pump leaking,rebuild req,Lube oil pump shaft seal was replaced. Lube oil pump spider was replaced. Lube oil pump was reinstalled.,D101,1515,1,Replace,1.1,Leakage,11254933,PUMP NO.2; LUBE OIL; TOP DRIVE MAIN,313,2
16-Jul-16,IBW - Crane 3 Hydra. hoses show signs of wear,All materials are on board awaiting access - moved to IBW - CMD014,replaced defective hoses,D101,1515,1,Replace,2.4,Wear,11539283,HOSES; DECK CRANE 3;AFT/STBD - GROUP,361,1
02-Feb-16,IBW - Load Pins Service Loop Parted,Replaced by NOV on warranty,"Load pin service loop replacement by NOV personnel

This is warranty supplied service loop.",D101,1515,1,Replace,2.4,Wear,11897184,SERVICE LOOP; ELECTRICAL;MAIN TD,313,2
02-Jan-17,Hose burst at basket end.,Replace hose as required.,Replaced section of burst hose.,D101,1515,1,Replace,2.8,Burst,11255348,HOSE 608; HYD;TELESCOPE CYL,317,1
29-Dec-16,fluid end inspection of mud pump 3,performed montly pm of mud pump 3 changed all parts listed in fault desc.,performed montly pm,D101,1515,1,Replace,6.2,Other,11220207,MUD PUMP SYSTEM NO.3,325,16
14-Jan-17,built new open hole cover for riser bridge,fabricated new one,new cover fabricated an refitted,D101,1515,1,Replace,2.5,Breakage,11220317,CATWALK; RISER HANDLING,347,14
05-Jan-17,mechanical seal on mixing pump #3 needs to be changed,replace seal,Changed mechanical seal shaft sleeve and the discharge bellows on Charge Pump #3.,D101,1515,1,Replace,1.1,Leakage,11220822,PUMP NO.2; CENTRIF; MUD; MIXING,324,1
13-Jan-17,Active carbon for sewage vent,Repalce active carbon in sewage vent,changed carbon filter,D101,1515,1,Replace,2.4,Wear,11236449,PIPELINE; AIR VENT;SEWAGE TREATMENT PLNT,821,1
15-Aug-16,X clamp cylinder bore,Equipment on shore getting modified,X-clamp body rebuilt and returned to upper deck.,D101,1515,2,Repair,2,General,11897174,X-CLAMP; FOUR-JAW;PIPEHANDLER GRIPPER,313,5
13-Jan-17,training,training,,D101,1515,,,,,10180755,ENGINE; DIESEL; RESCUE BOAT,501,1
27-Dec-16,fluid end inspection on mud pump 2,changed 6 cap gaskets 1 valve1 spring1seat,fluid end inspection on mud pump 2,D101,1515,7,Service,6,General,11897351,FLUID END MUD PUMP NO.2,325,1
19-Sep-16,G/S pump port ER leaking mech seal,Replace bearing and seals,Replace Pump Seals and Pump Bearing,D101,1515,1,Replace,2.6,Fatigue,11235320,PUMP; BALLAST;BILGE&G/S; E/R;PORT,801,1
27-Dec-16,fluid end inspection on mp #5,fluid end inspection on mud pump #5 changed 6 cap gaskets,fluid end inspection on mp #5,D101,1515,9,Inspection,6,General,11897357,FLUID END MUD PUMP NO.5,325,3
24-Apr-17,Unable to operate mushroom vent,Release vent so it can operate,Operated damper with extenstion while lubircating with grease. Damper now opperates smoothly as required.,D101,1515,1,Replace,1,General,11232395,VENT; MUSHROOM;SUPP;HPR COMPT;PORT FWD,576,1
13-Apr-17,BOP Control System HPU,We are required to pull the BOP and perform all maintenance as per the OEM.,Perform EOW maint,D101,1515,9,Inspection,1,General,11895814,HPU SKID; BOP CONTROL,332,8
03-May-17,Replace clamp pressure transmitter on Main EBT,Repair sensor,No feedback from sensor.,D101,1515,2,Repair,2.5,Breakage,11618013,ELEVATED BACK UP TONG SYSTEM,342,1
17-Jan-17,Faulty Hospital UPS,"ISE020 18/01/2016 UPS on order PR 11400269360

UPS arrived and installed.","New UPS on order PR 11400269360

Arrived Installed s",D101,1515,1,Replace,6.3,Unknown,11243784,UPS; 2.5KVA; HOSPITAL/TRATMENT RM,892,3
05-May-17,Subsea HPU expansion module controller,Troubleshooting established failure of PLC expansion  controller replcaced with new one and tested All OK,Troubleshooting established failure of PLC expansion  controller replcaced with new one and tested All OK,D101,1515,1,Replace,3.1,Control failure,11895814,HPU SKID; BOP CONTROL,332,8
07-Mar-17,Crane survey Corrective Action - #4 DECK CRANE,see report in page,corrective actions window washing tank was found to be out of fluid refilled an tested no farther issues at this time sheave checked with no go guage for profile deformation  also wear  was measurde with depth micro meter an measurements recorded an will be submitted to IFS planner for equipment attachment.,D101,1515,7,Service,1,General,11220318,DECK CRANE NO.4; AFT PORT,361,9
17-Apr-17,1 yearly GE hydril high pressure test manifold,Ensure all gauges/chart recorders and relief valves are in calibration.,Check all pressure measuring equipment and relief valves for calibration,D101,1515,12,Other,6.2,Other,11247984,"BOP; 18 3/4"";15000PSI",331,12
06-May-17,Lower fingerboard cabinet 1 Leaking solenoid valves,repair fault,Inspected and found spool on sol valve first from the left on top row had bad seals on th spool removed and replaced as required. leak checked with no issues noted,D101,1515,1,Replace,1.1,Leakage,11238152,CABINET 1; VLV;LOWER FINGERBOARD,341,1
03-May-17,Clamp Pressure Transmitter Signal Fault,Clamp Pressure Transmitter Signal Fault ET's to investigate,Repair pressure transmitter,D101,1515,2,Repair,2.5,Breakage,11256913,TRANSMITTER; PRESS;GRIPPER CLAMP,342,2
03-May-17,Replace emergency stop relay,repair fault,The emergency stop relay was in error. Showed up as an alarm on the NOV terminal. Replaced the relay and fault has not re-appeared,D101,1515,1,Replace,5,General,11220194,DRAWWORKS; MAIN AHD 1250,312,9
19-Oct-16,WOP- Center Purifier Sink Valve,valve gate replaced,After inspection it appears valve has been replaced previously. Extra valve recieved place in stores.,D101,1515,1,Replace,1,General,11228693,PIPING; BILGE SYSTEM,803,1
06-May-17,Fingerboard cabinet 2; leaking solenoid valve,repair fault,Inspected and found spool on sol valve fifth and sixth from the left on top row had bad seals on the spools. Removed and replaced as required.  leak checked with no issues noted.,D101,1515,1,Replace,1.1,Leakage,11238153,CABINET 2; VLV;LOWER FINGERBOARD,341,1
06-May-17,Lower fingerboard cabinet 7; Leaking solenoid,repair fault,Inspected and found spool on sol valve seventh from the left on top row had come loose.Tightend spool as required and leak checked with no issues noted.,D101,1515,4,Adjust,1.1,Leakage,11251248,CABINET 7; VLV;LOWER FINGERBOARD,341,1
30-Apr-17, DFMA replace lock stop,repair end stop,replaced broken end stop,D101,1515,2,Repair,1.5,Looseness,11223707,DRILL FLOOR MANIPULATOR ARM DFMA,341,5
01-May-17,washing machine  # 4 leaking,repair the leak,leak investigated an repaired,D101,1515,2,Repair,1.1,Leakage,11223756,WASHER EXTRACTORS; 20KG - GROUP,558,1
30-Apr-17,REPLACE PULLEY FOR AUX RACKER TAIL ARM ENCODER,PULLEY TO BE REPLACED AND ENCODER WIRE TO BE RE-ATTACHED TO THE END OF THE TELESCOPIC PIPE.,AUX HR SECOND CYLINDER ENCODER WIRE PULLEY HAS BEEN REPLACED AND ENCODER WIRE RE-ATTACHED TO THE END OF THE TELESCOPIC PIPE.,D101,1515,1,Replace,2.5,Breakage,11249383,ENCODER; CYLINDER 2; TAIL ARM,341,1
02-Feb-17,ABS DP Trial Review,...,ABS DP Trial Review,D101,1515,12,Other,6,General,11604073,CLASSIFICATION & AUTHORITIES ETC,112,2
01-May-17,Main TDX Traveling block fwd tilt cylinder leaking,Replace cylinder.,Hydraulic cylinder replaced,D101,1515,1,Replace,1.1,Leakage,10911033,BLOCK; TRAVELLING;MAIN,303,5
20-Mar-17,Multiple lamps burned out,...,"Replaced lamps in circuit. Lamps previously issued from warehouse

Replaced these two bulbs last hitch on 3/23/17. Lights have been pulled from warehouse as part of another WO against these lights. Good. : DBT006 2017.05.04 17:20:52",D101,1515,2,Repair,5,General,11242836,FL; 2X36W;CONFERENCE RM 1,892,1
01-May-17,Faulty gauges,Gauges replaced with new one,Gauges replaced with new ones,D101,1515,1,Replace,6,General,11220277,HP AIR SYSTEM; RISER TENSIONERS,315,1
17-Mar-17,Corrective Actions as per Drops Survey Deck Crane No 2,replace secondary retention,secodary retension cable has bee installed to this item to prevent drop,D101,1515,1,Replace,2.4,Wear,11220270,DECK CRANE NO.2; FWD PORT,361,7
01-May-17,Replace broken dryer belt,Broken dryer belt was replaced. Work order created to charge parts off from inventory.,changed belt and retested dry. Unit is working as required.,D101,1515,2,Repair,2.4,Wear,11223909,TUMBLE DRYER NO.3; 14KG;LAUNDRY,558,1
17-Mar-17,Corrective Actions as per Drops Survey Deck Crane No 3,correct findings,this item has been corrected by  a secondary retension cable being installed to prevent drop.,D101,1515,1,Replace,2.4,Wear,11220271,DECK CRANE NO.3; AFT STBD,361,7
02-May-17,Replace mesh on de chlorinator inlet pipe,Install new stainless mesh,Install stainless mesh on de-chlorinator inlet,D101,1515,1,Replace,2.2,Corrosion,11220985,DECHLORINATION UNIT,581,2
27-Mar-17,pump parts,change out defecitve components,completed as per job scope.,D101,1515,1,Replace,1,General,11220208,MUD PUMP SYSTEM NO.4,325,13
16-May-17,Replace PA/GA UPS A battery packs.,remove old batteries and install new ones,Started replacing batteries in packs on UPS. Got through about 6 of them. Will finish next shift. Finished install. Waiting for UPS install.,D101,1515,1,Replace,5,General,11239444,UPS NO.1; PA/GA,425,2
10-Apr-17,Top Drive / Deadman Load Cell Calibration,Calibrate Top Drive Load Oins and Dead Line load Pins,Calibrate Main Topdrive Load cells,D101,1515,4,Adjust,1,General,12156354,LOAD CELL GROUP,313,2
28-Mar-17,replace stab. cords on slt,replace stabalizing cords on slip lifting tool,changed slip lifter tool cords due to wear,D101,1515,1,Replace,1,General,10192756,SLIP LIFTER TOOL; NO.1,344,8
